EC	Name
EC:3.5.4.34	tRNA(Ala)(adenine(37)) deaminase
EC:3.5.4.35	tRNA(cytosine(8)) deaminase
EC:3.5.4.36	mRNA(cytosine(6666)) deaminase
EC:3.5.4.37	Double-stranded RNA adenine deaminase
EC:3.5.4.38	Single-stranded DNA cytosine deaminase
EC:3.5.4.39	GTP cyclohydrolase IV
EC:3.5.4.40	Aminodeoxyfutalosine deaminase
EC:3.5.4.41	5'-deoxyadenosine deaminase
EC:3.5.4.42	N-isopropylammelide isopropylaminohydrolase
EC:3.5.4.43	Hydroxydechloroatrazine ethylaminohydrolase
EC:3.5.4.44	Ectoine hydrolase
EC:3.5.4.45	Melamine deaminase
EC:3.5.4.46	cAMP deaminase
EC:3.5.4.n1	Transferred entry: 3.5.4.31
EC:3.5.4.n2	Transferred entry: 3.5.4.39
EC:3.5.4.n3	Transferred entry: 3.5.4.45
EC:3.5.5.1	Nitrilase
EC:3.5.5.2	Ricinine nitrilase
EC:3.5.5.3	Transferred entry: 4.2.1.104
EC:3.5.5.4	Cyanoalanine nitrilase
EC:3.5.5.5	Arylacetonitrilase
EC:3.5.5.6	Bromoxynil nitrilase
EC:3.5.5.7	Aliphatic nitrilase
EC:3.5.5.8	Thiocyanate hydrolase
EC:3.5.99.1	Riboflavinase
EC:3.5.99.2	Aminopyrimidine aminohydrolase
EC:3.5.99.3	Transferred entry: 3.5.4.43
EC:3.5.99.4	Transferred entry: 3.5.4.42
EC:3.5.99.5	2-aminomuconate deaminase
EC:3.5.99.6	Glucosamine-6-phosphate deaminase
EC:3.5.99.7	1-aminocyclopropane-1-carboxylate deaminase
EC:3.5.99.8	5-nitroanthranilic acid aminohydrolase
EC:3.5.99.9	2-nitroimidazole nitrohydrolase
EC:3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase
EC:3.5.99.11	2-aminomuconate deaminase (2-hydroxymuconate-forming)
EC:3.6.1.1	Inorganic diphosphatase
EC:3.6.1.2	Trimetaphosphatase
EC:3.6.1.3	Deleted entry
EC:3.6.1.4	Transferred entry: 3.6.1.3
EC:3.6.1.5	Apyrase
EC:3.6.1.6	Nucleoside diphosphate phosphatase
EC:3.6.1.7	Acylphosphatase
EC:3.6.1.8	ATP diphosphatase
EC:3.6.1.9	Nucleotide diphosphatase
EC:3.6.1.10	Endopolyphosphatase
EC:3.6.1.11	Exopolyphosphatase
EC:3.6.1.12	dCTP diphosphatase
EC:3.6.1.13	ADP-ribose diphosphatase
EC:3.6.1.14	Adenosine-tetraphosphatase
EC:3.6.1.15	Nucleoside-triphosphate phosphatase
EC:3.6.1.16	CDP-glycerol diphosphatase
EC:3.6.1.17	Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)
EC:3.6.1.18	FAD diphosphatase
EC:3.6.1.19	Transferred entry: 3.6.1.9
EC:3.6.1.20	5'-acylphosphoadenosine hydrolase
EC:3.6.1.21	ADP-sugar diphosphatase
EC:3.6.1.22	NAD(+) diphosphatase
EC:3.6.1.23	dUTP diphosphatase
EC:3.6.1.24	Nucleoside phosphoacylhydrolase
EC:3.6.1.25	Triphosphatase
EC:3.6.1.26	CDP-diacylglycerol diphosphatase
EC:3.6.1.27	Undecaprenyl-diphosphate phosphatase
EC:3.6.1.28	Thiamine-triphosphatase
EC:3.6.1.29	Bis(5'-adenosyl)-triphosphatase
EC:3.6.1.30	Transferred entry: 3.6.1.59 and 3.6.1.62
EC:3.6.1.31	Phosphoribosyl-ATP diphosphatase
EC:3.6.1.32	Transferred entry: 5.6.1.8
EC:3.6.1.33	Transferred entry: 5.6.1.2
EC:3.6.1.34	Transferred entry: 7.1.2.2
EC:3.6.1.35	Transferred entry: 7.1.2.1
EC:3.6.1.36	Transferred entry: 7.2.2.19
EC:3.6.1.37	Transferred entry: 7.2.2.13
EC:3.6.1.38	Transferred entry: 3.6.3.8
EC:3.6.1.39	Thymidine-triphosphatase
EC:3.6.1.40	Guanosine-5'-triphosphate,3'-diphosphate diphosphatase
EC:3.6.1.41	Bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
EC:3.6.1.42	Guanosine-diphosphatase
EC:3.6.1.43	Dolichyldiphosphatase
EC:3.6.1.44	Oligosaccharide-diphosphodolichol diphosphatase
EC:3.6.1.45	UDP-sugar diphosphatase
EC:3.6.1.46	Transferred entry: 3.6.5.1
EC:3.6.1.47	Transferred entry: 3.6.5.2
EC:3.6.1.48	Transferred entry: 3.6.5.3
EC:3.6.1.49	Transferred entry: 3.6.5.4
EC:3.6.1.50	Transferred entry: 3.6.5.5
EC:3.6.1.51	Transferred entry: 3.6.5.6
EC:3.6.1.52	Diphosphoinositol-polyphosphate diphosphatase
EC:3.6.1.53	Mn(2+)-dependent ADP-ribose/CDP-alcohol diphosphatase
EC:3.6.1.54	UDP-2,3-diacylglucosamine diphosphatase
EC:3.6.1.55	8-oxo-dGTP diphosphatase
EC:3.6.1.56	2-hydroxy-dATP diphosphatase
EC:3.6.1.57	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase
EC:3.6.1.58	8-oxo-dGDP phosphatase
EC:3.6.1.59	5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] diphosphatase
EC:3.6.1.60	Diadenosine hexaphosphate hydrolase (AMP-forming)
EC:3.6.1.61	Diadenosine hexaphosphate hydrolase (ATP-forming)
EC:3.6.1.62	5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] hydrolase
EC:3.6.1.63	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
EC:3.6.1.64	Inosine diphosphate phosphatase
EC:3.6.1.65	(d)CTP diphosphatase
EC:3.6.1.66	XTP/dITP diphosphatase
EC:3.6.1.67	Dihydroneopterin triphosphate diphosphatase
EC:3.6.1.68	Geranyl diphosphate phosphohydrolase
EC:3.6.1.69	8-oxo-(d)GTP phosphatase
EC:3.6.1.70	Guaosine-5'-diphospho-5'-(DNA) diphosphatase
EC:3.6.1.71	Adenosine-5'-diphospho-5'-(DNA) diphosphatase
EC:3.6.1.72	DNA-3'-diphospho-5'-guanosine diphosphatase
EC:3.6.1.73	Inosine/xanthosine triphosphatase
EC:3.6.1.n1	D-tyrosyl-tRNA(Tyr) hydrolase
EC:3.6.1.n2	L-cysteinyl-tRNA(Pro)
EC:3.6.1.n3	L-cysteinyl-tRNA(Cys) hydrolase
EC:3.6.1.n4	Transferred entry: 3.6.1.67
EC:3.6.1.n5	Transferred entry: 3.6.1.54
EC:3.6.2.1	Adenylylsulfatase
EC:3.6.2.2	Phosphoadenylylsulfatase
EC:3.6.3.1	Transferred entry: 7.6.2.1
EC:3.6.3.2	Transferred entry: 7.2.2.14
EC:3.6.3.3	Transferred entry: 7.2.2.21
EC:3.6.3.4	Transferred entry: 7.2.2.9
EC:3.6.3.5	Transferred entry: 7.2.2.12
EC:3.6.3.6	Transferred entry: 7.1.2.1
EC:3.6.3.7	Transferred entry: 7.2.2.3
EC:3.6.3.8	Transferred entry: 7.2.2.10
EC:3.6.3.9	Transferred entry: 7.2.2.13
EC:3.6.3.10	Transferred entry: 7.2.2.19
EC:3.6.3.11	Deleted entry
EC:3.6.3.12	Transferred entry: 7.2.2.6
EC:3.6.3.13	Transferred entry: 3.6.3.1
EC:3.6.3.14	Transferred entry: 7.1.2.2
EC:3.6.3.15	Transferred entry: 7.2.2.1
EC:3.6.3.16	Transferred entry: 7.3.2.7
EC:3.6.3.17	Transferred entry: 7.5.2.8
EC:3.6.3.18	Transferred entry: 7.5.2.2
EC:3.6.3.19	Transferred entry: 7.5.2.1
EC:3.6.3.20	Transferred entry: 7.6.2.10
EC:3.6.3.21	Transferred entry: 7.4.2.1
EC:3.6.3.22	Transferred entry: 7.4.2.2
EC:3.6.3.23	Transferred entry: 7.4.2.6
EC:3.6.3.24	Transferred entry: 7.2.2.11
EC:3.6.3.25	Transferred entry: 7.3.2.3
EC:3.6.3.26	Transferred entry: 7.3.2.4
EC:3.6.3.27	Transferred entry: 7.3.2.1
EC:3.6.3.28	Transferred entry: 7.3.2.2
EC:3.6.3.29	Transferred entry: 7.3.2.5
EC:3.6.3.30	Transferred entry: 7.2.2.7
EC:3.6.3.31	Transferred entry: 7.6.2.11
EC:3.6.3.32	Transferred entry: 7.6.2.9
EC:3.6.3.33	Transferred entry: 7.6.2.8
EC:3.6.3.34	Transferred entry: 7.2.2.16
EC:3.6.3.35	Transferred entry: 7.2.2.5
EC:3.6.3.36	Transferred entry: 7.6.2.7
EC:3.6.3.37	Transferred entry: 7.6.2.6
EC:3.6.3.38	Transferred entry: 7.6.2.12
EC:3.6.3.39	Transferred entry: 7.5.2.5
EC:3.6.3.40	Transferred entry: 7.5.2.4
EC:3.6.3.41	Transferred entry: 7.6.2.5
EC:3.6.3.42	Transferred entry: 7.5.2.3
EC:3.6.3.43	Transferred entry: 7.4.2.5
EC:3.6.3.44	Transferred entry: 7.6.2.2
EC:3.6.3.45	Transferred entry: 3.6.3.44
EC:3.6.3.46	Transferred entry: 7.2.2.2
EC:3.6.3.47	Transferred entry: 7.6.2.4
EC:3.6.3.48	Transferred entry: 7.4.2.7
EC:3.6.3.49	Transferred entry: 5.6.1.6
EC:3.6.3.50	Transferred entry: 7.4.2.8
EC:3.6.3.51	Transferred entry: 7.4.2.3
EC:3.6.3.52	Transferred entry: 7.4.2.4
EC:3.6.3.53	Transferred entry: 7.2.2.15
EC:3.6.3.54	Transferred entry: 7.2.2.8
EC:3.6.3.55	Transferred entry: 7.3.2.6
EC:3.6.3.n1	Transferred entry: 7.2.2.8
EC:3.6.4.1	Transferred entry: 5.6.1.8
EC:3.6.4.2	Transferred entry: 5.6.1.2
EC:3.6.4.3	Transferred entry: 5.6.1.1
EC:3.6.4.4	Transferred entry: 5.6.1.3
EC:3.6.4.5	Transferred entry: 5.6.1.4
EC:3.6.4.6	Vesicle-fusing ATPase
EC:3.6.4.7	Peroxisome-assembly ATPase
EC:3.6.4.8	Transferred entry: 5.6.1.5
EC:3.6.4.9	Transferred entry: 5.6.1.7
EC:3.6.4.10	Non-chaperonin molecular chaperone ATPase
EC:3.6.4.11	Deleted entry
EC:3.6.4.12	DNA helicase
EC:3.6.4.13	RNA helicase
EC:3.6.5.1	Heterotrimeric G-protein GTPase
EC:3.6.5.2	Small monomeric GTPase
EC:3.6.5.3	Protein-synthesizing GTPase
EC:3.6.5.4	Signal-recognition-particle GTPase
EC:3.6.5.5	Dynamin GTPase
EC:3.6.5.6	Tubulin GTPase
EC:3.6.5.n1	Elongation factor 4
EC:3.7.1.1	Oxaloacetase
EC:3.7.1.2	Fumarylacetoacetase
EC:3.7.1.3	Kynureninase
EC:3.7.1.4	Phloretin hydrolase
EC:3.7.1.5	Acylpyruvate hydrolase
EC:3.7.1.6	Acetylpyruvate hydrolase
EC:3.7.1.7	Beta-diketone hydrolase
EC:3.7.1.8	2,6-dioxo-6-phenylhexa-3-enoate hydrolase
EC:3.7.1.9	2-hydroxymuconate-6-semialdehyde hydrolase
EC:3.7.1.10	Cyclohexane-1,3-dione hydrolase
EC:3.7.1.11	Cyclohexane-1,2-dione hydrolase
EC:3.7.1.12	Cobalt-precorrin 5A hydrolase
EC:3.7.1.13	2-hydroxy-6-oxo-6-(2-aminophenyl)hexa-2,4-dienoate hydrolase
EC:3.7.1.14	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase
EC:3.7.1.15	Transferred entry: 4.2.1.138
EC:3.7.1.16	Transferred entry: 3.3.2.12
EC:3.7.1.17	4,5-9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate|hydrolase
EC:3.7.1.18	6-oxocamphor hydrolase
EC:3.7.1.19	2,6-dihydroxypseudooxynicotine hydrolase
EC:3.7.1.20	3-fumarylpyruvate hydrolase
EC:3.7.1.21	6-oxocyclohex-1-ene-1-carbonyl-CoA hydratase
EC:3.7.1.22	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)
EC:3.7.1.23	Maleylpyruvate hydrolase
EC:3.7.1.24	2,4-diacetylphloroglucinol hydrolase
EC:3.7.1.25	2-hydroxy-6-oxohepta-2,4-dienoate hydrolase
EC:3.7.1.26	2,4-didehydro-3-deoxy-L-rhamnonate hydrolase
EC:3.7.1.n1	Transferred entry: 3.7.1.14
EC:3.7.1.n2	Transferred entry: 3.7.1.22
EC:3.8.1.1	Deleted entry
EC:3.8.1.2	(S)-2-haloacid dehalogenase
EC:3.8.1.3	Haloacetate dehalogenase
EC:3.8.1.4	Transferred entry: 1.21.99.4
EC:3.8.1.5	Haloalkane dehalogenase
EC:3.8.1.6	4-chlorobenzoate dehalogenase
EC:3.8.1.7	4-chlorobenzoyl-CoA dehalogenase
EC:3.8.1.8	Atrazine chlorohydrolase
EC:3.8.1.9	(R)-2-haloacid dehalogenase
EC:3.8.1.10	2-haloacid dehalogenase (configuration-inverting)
EC:3.8.1.11	2-haloacid dehalogenase (configuration-retaining)
EC:3.8.2.1	Transferred entry: 3.1.8.2
EC:3.9.1.1	Phosphoamidase
EC:3.9.1.2	Protein arginine phosphatase
EC:3.9.1.3	Phosphohistidine phosphatase
EC:3.10.1.1	N-sulfoglucosamine sulfohydrolase
EC:3.10.1.2	Cyclamate sulfohydrolase
EC:3.11.1.1	Phosphonoacetaldehyde hydrolase
EC:3.11.1.2	Phosphonoacetate hydrolase
EC:3.11.1.3	Phosphonopyruvate hydrolase
EC:3.12.1.1	Trithionate hydrolase
EC:3.13.1.1	UDP-sulfoquinovose synthase
EC:3.13.1.2	Deleted entry
EC:3.13.1.3	2'-hydroxybiphenyl-2-sulfinate desulfinase
EC:3.13.1.4	3-sulfinopropanoyl-CoA desulfinase
EC:3.13.1.5	Carbon disulfide hydrolase
EC:3.13.1.6	[CysO sulfur-carrier protein]-S-L-cysteine hydrolase
EC:3.13.1.7	Carbonyl sulfide hydrolase
EC:3.13.1.8	S-adenosyl-L-methionine hydrolase (adenosine-forming)
EC:3.13.1.9	S-inosyl-L-homocysteine hydrolase
EC:4.1.1.1	Pyruvate decarboxylase
EC:4.1.1.2	Oxalate decarboxylase
EC:4.1.1.3	Transferred entry: 4.1.1.112
EC:4.1.1.4	Acetoacetate decarboxylase
EC:4.1.1.5	Acetolactate decarboxylase
EC:4.1.1.6	Cis-aconitate decarboxylase
EC:4.1.1.7	Benzoylformate decarboxylase
EC:4.1.1.8	Oxalyl-CoA decarboxylase
EC:4.1.1.9	Malonyl-CoA decarboxylase
EC:4.1.1.10	Transferred entry: 4.1.1.12
EC:4.1.1.11	Aspartate 1-decarboxylase
EC:4.1.1.12	Aspartate 4-decarboxylase
EC:4.1.1.13	Deleted entry
EC:4.1.1.14	Valine decarboxylase
EC:4.1.1.15	Glutamate decarboxylase
EC:4.1.1.16	Hydroxyglutamate decarboxylase
EC:4.1.1.17	Ornithine decarboxylase
EC:4.1.1.18	Lysine decarboxylase
EC:4.1.1.19	Arginine decarboxylase
EC:4.1.1.20	Diaminopimelate decarboxylase
EC:4.1.1.21	Phosphoribosylaminoimidazole carboxylase
EC:4.1.1.22	Histidine decarboxylase
EC:4.1.1.23	Orotidine-5'-phosphate decarboxylase
EC:4.1.1.24	Aminobenzoate decarboxylase
EC:4.1.1.25	Tyrosine decarboxylase
EC:4.1.1.26	Transferred entry: 4.1.1.28
EC:4.1.1.27	Transferred entry: 4.1.1.28
EC:4.1.1.28	Aromatic-L-amino-acid decarboxylase
EC:4.1.1.29	Sulfinoalanine decarboxylase
EC:4.1.1.30	Pantothenoylcysteine decarboxylase
EC:4.1.1.31	Phosphoenolpyruvate carboxylase
EC:4.1.1.32	Phosphoenolpyruvate carboxykinase (GTP)
EC:4.1.1.33	Diphosphomevalonate decarboxylase
EC:4.1.1.34	Dehydro-L-gulonate decarboxylase
EC:4.1.1.35	UDP-glucuronate decarboxylase
EC:4.1.1.36	Phosphopantothenoylcysteine decarboxylase
EC:4.1.1.37	Uroporphyrinogen decarboxylase
EC:4.1.1.38	Phosphoenolpyruvate carboxykinase (diphosphate)
EC:4.1.1.39	Ribulose-bisphosphate carboxylase
EC:4.1.1.40	Hydroxypyruvate decarboxylase
EC:4.1.1.41	Transferred entry: 7.2.4.3
EC:4.1.1.42	Carnitine decarboxylase
EC:4.1.1.43	Phenylpyruvate decarboxylase
EC:4.1.1.44	4-carboxymuconolactone decarboxylase
EC:4.1.1.45	Aminocarboxymuconate-semialdehyde decarboxylase
EC:4.1.1.46	o-pyrocatechuate decarboxylase
EC:4.1.1.47	Tartronate-semialdehyde synthase
EC:4.1.1.48	Indole-3-glycerol-phosphate synthase
EC:4.1.1.49	Phosphoenolpyruvate carboxykinase (ATP)
EC:4.1.1.50	Adenosylmethionine decarboxylase
EC:4.1.1.51	3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase
EC:4.1.1.52	6-methylsalicylate decarboxylase
EC:4.1.1.53	Phenylalanine decarboxylase
EC:4.1.1.54	Dihydroxyfumarate decarboxylase
EC:4.1.1.55	4,5-dihydroxyphthalate decarboxylase
EC:4.1.1.56	3-oxolaurate decarboxylase
EC:4.1.1.57	Methionine decarboxylase
EC:4.1.1.58	Orsellinate decarboxylase
EC:4.1.1.59	Gallate decarboxylase
EC:4.1.1.60	Stipitatonate decarboxylase
EC:4.1.1.61	4-hydroxybenzoate decarboxylase
EC:4.1.1.62	Gentisate decarboxylase
EC:4.1.1.63	Protocatechuate decarboxylase
EC:4.1.1.64	2,2-dialkylglycine decarboxylase (pyruvate)
EC:4.1.1.65	Phosphatidylserine decarboxylase
EC:4.1.1.66	Uracil-5-carboxylate decarboxylase
EC:4.1.1.67	UDP-galacturonate decarboxylase
EC:4.1.1.68	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase
EC:4.1.1.69	3,4-dihydroxyphthalate decarboxylase
EC:4.1.1.70	Transferred entry: 7.2.4.5
EC:4.1.1.71	2-oxoglutarate decarboxylase
EC:4.1.1.72	Branched-chain-2-oxoacid decarboxylase
EC:4.1.1.73	Tartrate decarboxylase
EC:4.1.1.74	Indolepyruvate decarboxylase
EC:4.1.1.75	5-guanidino-2-oxopentanoate decarboxylase
EC:4.1.1.76	Arylmalonate decarboxylase
EC:4.1.1.77	2-oxo-3-hexenedioate decarboxylase
EC:4.1.1.78	Acetylenedicarboxylate decarboxylase
EC:4.1.1.79	Sulfopyruvate decarboxylase
EC:4.1.1.80	4-hydroxyphenylpyruvate decarboxylase
EC:4.1.1.81	Threonine-phosphate decarboxylase
EC:4.1.1.82	Phosphonopyruvate decarboxylase
EC:4.1.1.83	4-hydroxyphenylacetate decarboxylase
EC:4.1.1.84	D-dopachrome decarboxylase
EC:4.1.1.85	3-dehydro-L-gulonate-6-phosphate decarboxylase
EC:4.1.1.86	Diaminobutyrate decarboxylase
EC:4.1.1.87	Malonyl-S-ACP decarboxylase
EC:4.1.1.88	Biotin-independent malonate decarboxylase
EC:4.1.1.89	Transferred entry: 7.2.4.4
EC:4.1.1.90	Peptidyl-glutamate 4-carboxylase
EC:4.1.1.91	Salicylate decarboxylase
EC:4.1.1.92	Indole-3-carboxylate decarboxylase
EC:4.1.1.93	Pyrrole-2-carboxylate decarboxylase
EC:4.1.1.94	Ethylmalonyl-CoA decarboxylase
EC:4.1.1.95	L-glutamyl-[BtrI acyl-carrier protein] decarboxylase
EC:4.1.1.96	Carboxynorspermidine decarboxylase
EC:4.1.1.97	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
EC:4.1.1.98	4-hydroxy-3-polyprenylbenzoate decarboxylase
EC:4.1.1.99	Phosphomevalonate decarboxylase
EC:4.1.1.100	Prephenate decarboxylase
EC:4.1.1.101	Malolactic enzyme
EC:4.1.1.102	Phenacrylate decarboxylase
EC:4.1.1.103	Gamma-resorcylate decarboxylase
EC:4.1.1.104	3-dehydro-4-phosphotetronate decarboxylase
EC:4.1.1.105	L-tryptophan decarboxylase
EC:4.1.1.106	Fatty acid photodecarboxylase
EC:4.1.1.107	3,4-dihydroxyphenylacetaldehyde synthase
EC:4.1.1.108	4-hydroxyphenylacetaldehyde synthase
EC:4.1.1.109	Phenylacetaldehyde synthase
EC:4.1.1.110	Bisphosphomevalonate decarboxylase
EC:4.1.1.111	Siroheme decarboxylase
EC:4.1.1.112	Oxaloacetate decarboxylase
EC:4.1.1.113	Trans-aconitate decarboxylase
EC:4.1.1.114	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
EC:4.1.1.115	Indoleacetate decarboxylase
EC:4.1.1.116	D-ornithine/D-lysine decarboxylase
EC:4.1.1.117	2-((L-alanin-3-ylcarbamoyl)methyl)-2-hydroxybutanedioate decarboxylase
EC:4.1.1.118	Isophthalyl-CoA decarboxylase
EC:4.1.1.119	Phenylacetate decarboxylase
EC:4.1.1.120	3-oxoisoapionate decarboxylase
EC:4.1.1.121	3-oxoisoapionate-4-phosphate decarboxylase
EC:4.1.1.n1	Transferred entry: 4.1.1.97
EC:4.1.1.n2	Transferred entry: 4.1.1.94
EC:4.1.2.1	Transferred entry: 4.1.3.16
EC:4.1.2.2	Ketotetrose-phosphate aldolase
EC:4.1.2.3	Deleted entry
EC:4.1.2.4	Deoxyribose-phosphate aldolase
EC:4.1.2.5	L-threonine aldolase
EC:4.1.2.6	Deleted entry
EC:4.1.2.7	Transferred entry: 4.1.2.13
EC:4.1.2.8	Indole-3-glycerol-phosphate lyase
EC:4.1.2.9	Phosphoketolase
EC:4.1.2.10	(R)-mandelonitrile lyase
EC:4.1.2.11	Hydroxymandelonitrile lyase
EC:4.1.2.12	2-dehydropantoate aldolase
EC:4.1.2.13	Fructose-bisphosphate aldolase
EC:4.1.2.14	2-dehydro-3-deoxy-phosphogluconate aldolase
EC:4.1.2.15	Transferred entry: 2.5.1.54
EC:4.1.2.16	Transferred entry: 2.5.1.55
EC:4.1.2.17	L-fuculose-phosphate aldolase
EC:4.1.2.18	2-dehydro-3-deoxy-L-pentonate aldolase
EC:4.1.2.19	Rhamnulose-1-phosphate aldolase
EC:4.1.2.20	2-dehydro-3-deoxyglucarate aldolase
EC:4.1.2.21	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
EC:4.1.2.22	Fructose-6-phosphate phosphoketolase
EC:4.1.2.23	3-deoxy-D-manno-octulosonate aldolase
EC:4.1.2.24	Dimethylaniline-N-oxide aldolase
EC:4.1.2.25	Dihydroneopterin aldolase
EC:4.1.2.26	Phenylserine aldolase
EC:4.1.2.27	Sphinganine-1-phosphate aldolase
EC:4.1.2.28	2-dehydro-3-deoxy-D-pentonate aldolase
EC:4.1.2.29	5-dehydro-2-deoxyphosphogluconate aldolase
EC:4.1.2.30	Transferred entry: 1.14.14.32
EC:4.1.2.31	Transferred entry: 4.1.3.16
EC:4.1.2.32	Trimethylamine-oxide aldolase
EC:4.1.2.33	Fucosterol-epoxide lyase
EC:4.1.2.34	4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase
EC:4.1.2.35	Propioin synthase
EC:4.1.2.36	Lactate aldolase
EC:4.1.2.37	Transferred entry: 4.1.2.46 and 4.1.2.47
EC:4.1.2.38	Benzoin aldolase
EC:4.1.2.39	Transferred entry: 4.1.2.46 and 4.1.2.47
EC:4.1.2.40	Tagatose-bisphosphate aldolase
EC:4.1.2.41	Transferred entry: 4.1.2.61
EC:4.1.2.42	D-threonine aldolase
EC:4.1.2.43	3-hexulose-6-phosphate synthase
EC:4.1.2.44	2,3-epoxybenzoyl-CoA dihydrolase
EC:4.1.2.45	Trans-o-hydroxybenzylidenepyruvate hydratase-aldolase
EC:4.1.2.46	Aliphatic (R)-hydroxynitrile lyase
EC:4.1.2.47	(S)-hydroxynitrile lyase
EC:4.1.2.48	Low-specificity L-threonine aldolase
EC:4.1.2.49	L-allo-threonine aldolase
EC:4.1.2.50	6-carboxytetrahydropterin synthase
EC:4.1.2.51	2-dehydro-3-deoxy-D-gluconate aldolase
EC:4.1.2.52	4-hydroxy-2-oxoheptanedioate aldolase
EC:4.1.2.53	2-keto-3-deoxy-L-rhamnonate aldolase
EC:4.1.2.54	L-threo-3-deoxy-hexylosonate aldolase
EC:4.1.2.55	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate|aldolase
EC:4.1.2.56	2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase
EC:4.1.2.57	Sulfofructosephosphate aldolase
EC:4.1.2.58	2-dehydro-3,6-dideoxy-6-sulfogluconate aldolase
EC:4.1.2.59	Dihydroneopterin phosphate aldolase
EC:4.1.2.60	Dihydroneopterin triphosphate aldolase
EC:4.1.2.61	Feruloyl-CoA hydratase/lyase
EC:4.1.2.62	5-deoxyribulose 1-phosphate aldolase
EC:4.1.2.n1	Transferred entry: 4.1.2.44
EC:4.1.2.n2	2-hydroxyphytanoyl-CoA lyase
EC:4.1.2.n3	Transferred entry: 4.1.2.53
EC:4.1.2.n4	Transferred entry: 4.1.2.52
EC:4.1.2.n5	Transferred entry: 2.2.1.10
EC:4.1.2.n6	Transferred entry: 4.1.2.56
EC:4.1.3.1	Isocitrate lyase
EC:4.1.3.2	Transferred entry: 2.3.3.9
EC:4.1.3.3	N-acetylneuraminate lyase
EC:4.1.3.4	Hydroxymethylglutaryl-CoA lyase
EC:4.1.3.5	Transferred entry: 2.3.3.10
EC:4.1.3.6	Citrate (pro-3S)-lyase
EC:4.1.3.7	Transferred entry: 2.3.3.1
EC:4.1.3.8	Transferred entry: 2.3.3.8
EC:4.1.3.9	Transferred entry: 2.3.3.11
EC:4.1.3.10	Transferred entry: 2.3.3.7
EC:4.1.3.11	Transferred entry: 2.3.3.12
EC:4.1.3.12	Transferred entry: 2.3.3.13
EC:4.1.3.13	Oxalomalate lyase
EC:4.1.3.14	L-erythro-3-hydroxyaspartate aldolase
EC:4.1.3.15	Transferred entry: 2.2.1.5
EC:4.1.3.16	4-hydroxy-2-oxoglutarate aldolase
EC:4.1.3.17	4-hydroxy-4-methyl-2-oxoglutarate aldolase
EC:4.1.3.18	Transferred entry: 2.2.1.6
EC:4.1.3.19	Transferred entry: 2.5.1.56
EC:4.1.3.20	Transferred entry: 2.5.1.57
EC:4.1.3.21	Transferred entry: 2.3.3.14
EC:4.1.3.22	Citramalate lyase
EC:4.1.3.23	Transferred entry: 2.3.3.2
EC:4.1.3.24	Malyl-CoA lyase
EC:4.1.3.25	(S)-citramalyl-CoA lyase
EC:4.1.3.26	3-hydroxy-3-isohexenylglutaryl-CoA lyase
EC:4.1.3.27	Anthranilate synthase
EC:4.1.3.28	Transferred entry: 2.3.3.3
EC:4.1.3.29	Transferred entry: 2.3.3.4
EC:4.1.3.30	Methylisocitrate lyase
EC:4.1.3.31	Transferred entry: 2.3.3.5
EC:4.1.3.32	2,3-dimethylmalate lyase
EC:4.1.3.33	Transferred entry: 2.3.3.6
EC:4.1.3.34	Citryl-CoA lyase
EC:4.1.3.35	(1-hydroxycyclohexan-1-yl)acetyl-CoA lyase
EC:4.1.3.36	1,4-dihydroxy-2-naphthoyl-CoA synthase
EC:4.1.3.37	Transferred entry: 2.2.1.7
EC:4.1.3.38	Aminodeoxychorismate lyase
EC:4.1.3.39	4-hydroxy-2-oxovalerate aldolase
EC:4.1.3.40	Chorismate lyase
EC:4.1.3.41	3-hydroxy-D-aspartate aldolase
EC:4.1.3.42	(4S)-4-hydroxy-2-oxoglutarate aldolase
EC:4.1.3.43	4-hydroxy-2-oxohexanoate aldolase
EC:4.1.3.44	tRNA 4-demethylwyosine synthase (AdoMet-dependent)
EC:4.1.3.45	3-hydroxybenzoate synthase
EC:4.1.3.46	(R)-citramalyl-CoA lyase
EC:4.1.3.n1	Transferred entry: 4.1.3.43
EC:4.1.99.1	Tryptophanase
